example_number,example,context,numeral,noun,standard,expression,pattern,num_type,num_semantics,noun_semantics,wo,mass_noun,nonstandard_speaker,pob,sex,edu,lang,speaker,yob,text,collection
314,Полный {{два}} ... {ǯuər} ведро нагрузим/,два ведро,два,ведро,nonstandard,nom_sg,tung,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,PoJagody (vsg) [2015],online-corpus_202104
315,"Помянальную эту одежду, да, {{три}} года",три года,три,года,standard,gen_sg,rus,gen_sg,basic,time&measure,num_noun,other,nonstandard,Sira camp,F,secondary,Nanai,itg,1945,ProstoRazgovory&NanajskijSud&Pominki (itg) [2017],online-corpus_202104
316,Поняла и еще в год {{два}} раза делать,два раза,два,раза,standard,gen_sg,rus,gen_sg,basic,time&measure,num_noun,other,nonstandard,Sira camp,F,secondary,Nanai,itg,1945,ProstoRazgovory&NanajskijSud&Pominki (itg) [2017],online-corpus_202104
317,Постоянно вот за 40 килОметра отсюда на лодке за ягодой ездили мы,сорок килОметра,сорок,килОметра,nonstandard,gen_sg,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe1-rus_15022021_KL.eaf,elan_pract_202102
318,Потом незадолго ... после этого через года {{два\}} наверное ...второй\ сын повесился,года два,два,года,standard,gen_sg,rus,gen_sg,basic,time&measure,noun_num,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,StrashilkiProLes (rchk) [2011],online-corpus_202104
319,Потом через {{два}} дня на третий день,два дня,два,дня,standard,gen_sg,rus,gen_sg,basic,time&measure,num_noun,other,nonstandard,Sira camp,F,secondary,Nanai,itg,1945,ProstoRazgovory&NanajskijSud&Pominki (itg) [2017],online-corpus_202104
320,Потом я это==...детей у меня {{пятеро}} было...свои...местные тут,детей пятеро,пятеро,детей,standard,gen_pl,rus,gen_pl,large,non_time&measure,noun_num,other,nonstandard,Kondon,F,?,Nanai,tmb,1929,OSebe (tmb) [2011],online-corpus_202104
321,"Потому что много двигаешься, {{10}} этих...надо пару раз отдохнуть, говорит, {{10}}...",десять этих,десять,этих,standard,gen_pl,rus,gen_pl,large,non_time&measure,num_noun,other,nonstandard,Kolchom,F,higher,Ulcha,vas,1933,BioRazgovory2 (vas) [2017],online-corpus_202104
322,Потому что они же сидят {{четыре}} года.,четыре года,четыре,года,standard,gen_sg,rus,gen_sg,basic,time&measure,num_noun,other,nonstandard,Naikhin,F,higher,Nanai,ssb,1933,Shkola (ssb) [2015],online-corpus_202104
323,Потому что я видела\ эти {{три}} парня одевались\ они утром\ вставали,три парня,три,парня,standard,gen_sg,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija3 (vsg) [2012],online-corpus_202104
324,Раньше конопли {{много/}} - никто\ не курил,конопли много,много,конопли,standard,gen_mass,rus,gen_pl,basic,non_time&measure,noun_num,mass,nonstandard,Dudi,F,primary,Ulcha,oab,1935,EthnoVerevki (oab) [2017],online-corpus_202104
325,"Раньше-то ничего\ было, в {{семьдесят\}} лет",семьдесят лет,семьдесят,лет,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Dada,F,primary,Nanai,fna,1930,Razgovory2 (fna) [2015],online-corpus_202104
326,Садятся на лодку человека 6,человека шесть,шесть,человека,nonstandard,gen_sg,rus,gen_pl,large,non_time&measure,noun_num,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe1-rus_15022021_KL.eaf,elan_pract_202102
327,Самый младший ихний брат/ войну время {{семеро}} детей\ осталось,семеро детей,семеро,детей,standard,gen_pl,rus,gen_pl,large,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,RanjsheVKondone (vsg) [2015],online-corpus_202104
328,"Семеро парней, одна девочка у меня",семеро парней,семеро,парней,standard,gen_pl,rus,gen_pl,large,non_time&measure,num_noun,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe1-rus_15022021_KL.eaf,elan_pract_202102
329,"Скажем, по две бочки откатаю",две бочки,два,бочки,standard,gen_sg,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe3-rus_16022021_KL.eaf,elan_pract_202102
330,"Считай, мальчики, и сколько== Четверо детей",четверо детей,четверо,детей,standard,gen_pl,rus,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Troitskoje,F,secondary,Nanai,gak,1961,gld_gak_110806_so_dialekty-rus_20210222_ek.eaf,elan_pract_202102
331,Т(аньк)е\-то привезла {{три}} годик\ уже на пенсии,три годик,три,годик,nonstandard,nom_sg,tung,gen_sg,basic,time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Klad (vsg) [2012],online-corpus_202104
332,"Так, для себя закатаю банок пятьдесят",банок пятьдесят,пятьдесят,банок,standard,gen_pl,rus,gen_pl,large,non_time&measure,noun_num,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe3-rus_16022021_KL.eaf,elan_pract_202102
333,Там {{10}} километров от <НРЗБ> идти в школу,десять километров,десять,километров,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Kolchom,F,higher,Ulcha,vas,1933,BioVaria (vas) [2017],online-corpus_202104
334,"Там {{сколько}} погибли\ наши, да/",сколько наши,сколько,наши,nonstandard,nom_pl,tung,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija3 (vsg) [2012],online-corpus_202104
335,Там {{сколько\}} в Моск= офицер\-да майор\-да,сколько офицер да майор,сколько,офицер да майор,nonstandard,nom_sg,tung,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Dada,F,primary,Nanai,fna,1930,Razgovory2 (fna) [2015],online-corpus_202104
336,там же у них рыбы {{мало}} ... и вот им надо собирать ... воот оой фф,рыбы мало,мало,рыбы,standard,gen_mass,rus,gen_pl,basic,non_time&measure,noun_num,mass,nonstandard,Naikhin,F,higher,Nanai,ssb,1933,ssb_20170809_nst_NaniVRestorane (ssb) [2017],online-corpus_202104
337,Там знаешь/ {{сколько}} рыба\ ловят!,сколько рыба,сколько,рыба,nonstandard,nom_mass,tung,gen_pl,basic,non_time&measure,num_noun,mass,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija1 (vsg) [2012],online-corpus_202104
338,Там куска {{четыре}} ли {{пять\}},куска четыре ли пять,четыре,куска,standard,gen_sg,rus,gen_sg,basic,non_time&measure,noun_num,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,MjasoPrivezli (vsg) [2015],online-corpus_202104
339,Там люди {{сколько}} голод видели/ о-ё-ё\!,сколько голод,сколько,голод,nonstandard,nom_mass,tung,gen_pl,basic,non_time&measure,num_noun,mass,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija1 (vsg) [2012],online-corpus_202104
340,Там написано ки= {{десять}} килограмм\,десять килограмм,десять,килограмм,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Dada,F,primary,Nanai,fna,1930,BioRodstvenniki (fna) [2015],online-corpus_202104
341,Там они ... {{два}} кувшин забрали/,два кувшин,два,кувшин,nonstandard,nom_sg,tung,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Klad (vsg) [2012],online-corpus_202104
342,Там они ... там опять\ {{три}} {{семья\}} жили,три семья,три,семья,nonstandard,nom_sg,tung,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija3 (vsg) [2012],online-corpus_202104
343,Там пушнины и эта мясо {{много}}.,эта мясо много,много,мясо,nonstandard,nom_mass,tung,gen_pl,basic,non_time&measure,noun_num,mass,nonstandard,Naikhin,M,higher,Nanai,nchb,1937,SkazkaDvaStarika_rus (nchb) [2012],online-corpus_202104
344,Там у нее семь девок и двое парней,двое парней,двое,парней,standard,gen_pl,rus,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Xaldon?,F,primary?,Kur-Urmi,vak,1932,gldku_vak_110803_so_o sebe-rus_210217_iv.eaf,elan_pract_202102
345,Там у нее семь девок и двое парней,семь девок,семь,девок,standard,gen_pl,rus,gen_pl,large,non_time&measure,num_noun,other,nonstandard,Xaldon?,F,primary?,Kur-Urmi,vak,1932,gldku_vak_110803_so_o sebe-rus_210217_iv.eaf,elan_pract_202102
346,Там человек {{восемь\}} берут,человек восемь,восемь,человек,standard,gen_pl,rus,gen_pl,large,non_time&measure,noun_num,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,Poxorony (rchk) [2011],online-corpus_202104
347,"Там человек восемь берут, вот, и тащат",человек восемь,восемь,человек,standard,gen_pl,rus,gen_pl,large,non_time&measure,noun_num,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_poxorony-rus_16022021_KL.eaf,elan_pract_202102
348,Тоже {{сколько}} горя\,сколько горя,сколько,горя,standard,gen_mass,rus,gen_pl,basic,non_time&measure,num_noun,mass,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Klad (vsg) [2012],online-corpus_202104
349,Тоже пошел и видит {{много}} ягод.,много ягод,много,ягод,standard,gen_pl,rus,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Naikhin,M,higher,Nanai,nchb,1937,SkazkaDvaStarika_rus (nchb) [2012],online-corpus_202104
350,Только остался один амб= {{два}} амбар\,два амбар,два,амбар,standard,gen_sg,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija1 (vsg) [2012],online-corpus_202104
351,Ты {{трое/}} пришли - {{три}} норма\,три норма,три,норма,nonstandard,nom_sg,tung,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Medvezhatina (vsg) [2012],online-corpus_202104
352,"Ты же {{много}} писала, {{семь}} листов писала.",семь листов,семь,листов,standard,gen_pl,rus,gen_pl,large,non_time&measure,num_noun,other,nonstandard,Naikhin,F,higher,Nanai,ssb,1933,Shkola (ssb) [2015],online-corpus_202104
353,Ты попробуй сказать {{два}} кувшина-то там {{сколько}} миллион деньги\,два кувшина,два,кувшина,standard,gen_sg,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Klad (vsg) [2012],online-corpus_202104
354,Ты посмотри ихние в роду {{сколько}} парни\ погибли?,сколько парни,сколько,парни,nonstandard,nom_pl,tung,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija3 (vsg) [2012],online-corpus_202104
355,Ты хорошо\ тебе деньги\ {{много}},деньги много,много,деньги,nonstandard,nom_mass,tung,gen_pl,basic,non_time&measure,noun_num,mass,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija2 (vsg) [2012],online-corpus_202104
356,У дедушки {{три\}} жена было,три жена,три,жена,nonstandard,nom_sg,tung,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,BogatyjStarik (vsg) [2015],online-corpus_202104
357,У каждой по {{два}} по {{три}} парня\ в армии погибли,три парня,три,парня,standard,gen_sg,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija3 (vsg) [2012],online-corpus_202104
358,У мене уже {{четверо\}} дети были,четверо дети,четверо,дети,nonstandard,nom_pl,tung,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Medvezhatina (vsg) [2012],online-corpus_202104
359,У меня {{обои}} легкие/ открытый форма\,обои легкие,оба,легкие,nonstandard,nom_pl,tung,gen_sg,basic,non_time&measure,noun_num,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Medvezhatina (vsg) [2012],online-corpus_202104
360,У меня всь= восемь детей,восемь детей,восемь,детей,standard,gen_pl,rus,gen_pl,large,non_time&measure,num_noun,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe1-rus_15022021_KL.eaf,elan_pract_202102
361,У меня же по {{два}} коров\ мы держали раньше,два коров,два,коров,nonstandard,gen_pl,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Medvezhatina (vsg) [2012],online-corpus_202104
362,У меня уже {{четверо}} детей\,четверо детей,четверо,детей,standard,gen_pl,rus,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,NazvaliDegde (vsg) [2015],online-corpus_202104
363,У меня четыре-пять коров было,четыре-пять коров,пять,коров,standard,gen_pl,rus,gen_pl,large,non_time&measure,num_noun,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe3-rus_16022021_KL.eaf,elan_pract_202102
364,У нас летчики\ были {{много}},летчики много,много,летчики,nonstandard,nom_pl,tung,gen_pl,basic,non_time&measure,noun_num,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,RanjsheVKondone (vsg) [2015],online-corpus_202104
365,У нас тоже {{два}} собака\,два собака,два,собака,nonstandard,nom_sg,tung,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,MjasoPrivezli (vsg) [2015],online-corpus_202104
366,У него {{десять}} детей\ что ли были,десять детей,десять,детей,standard,gen_pl,rus,gen_pl,large,non_time&measure,num_noun,other,nonstandard,Dada,F,primary,Nanai,fna,1930,BioRodstvenniki (fna) [2015],online-corpus_202104
367,У них {{много}} детей\ было,много детей,много,детей,standard,gen_pl,rus,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Udan camp,F,primary,Ulcha,spk,1930,SkazkaDvaStarika (spk) [2017],online-corpus_202104
368,У них {{пятеро/}} - у нас {{четверо\}} дети,четверо дети,четверо,дети,nonstandard,nom_pl,tung,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija3 (vsg) [2012],online-corpus_202104
369,У них было {{три}} амбар\,три амбар,три,амбар,nonstandard,nom_sg,tung,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija1 (vsg) [2012],online-corpus_202104
370,У них было {{три}} сына\,три сына,три,сына,standard,gen_sg,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Dudi,F,primary,Ulcha,oab,1935,SkazkaTriBrata (oab) [2017],online-corpus_202104
371,У них было {{четыре}} сыновья\,четыре сыновья,четыре,сыновья,nonstandard,nom_pl,tung,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Klad (vsg) [2012],online-corpus_202104
372,"У них тоже\ детей {{много}} было, ну\/",детей много,много,детей,standard,gen_pl,rus,gen_pl,basic,non_time&measure,noun_num,other,nonstandard,Dada,F,primary,Nanai,fna,1930,BioRodstvenniki (fna) [2015],online-corpus_202104
373,У тебя дети {{много/==}} это ... xadu?,дети много,много,дети,nonstandard,nom_pl,tung,gen_pl,basic,non_time&measure,noun_num,other,nonstandard,Dada,F,primary,Nanai,fna,1930,Razgovory2 (fna) [2015],online-corpus_202104
374,Уже ... {{два}} лебедя\ уже,два лебедя,два,лебедя,standard,gen_sg,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Dudi,F,primary,Ulcha,oab,1935,SkazkaTriBrata (oab) [2017],online-corpus_202104
375,Уже лет {{пять}} наверно как прошло,лет пять,пять,лет,standard,gen_pl,rus,gen_pl,large,time&measure,noun_num,other,nonstandard,Sira camp,F,secondary,Nanai,itg,1945,RybjaKozhaITravyPokaz (itg) [2013],online-corpus_202104
376,"Уже лет, наверное, шесть-семь, наверное, как назад",лет шесть-семь,шесть,лет,standard,gen_pl,rus,gen_pl,large,time&measure,noun_num,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_Kazama-rus_20210220_ek.eaf,elan_pract_202102
377,Уже не {{два/}} а {{три\}} уже летят лебеди.,три лебеди,три,лебеди,nonstandard,nom_pl,tung,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Dudi,F,primary,Ulcha,oab,1935,SkazkaTriBrata (oab) [2017],online-corpus_202104
378,Уже небось лет {{двааадцать\}} {{девятнааадцать\}} так ей лет было,лет двадцать,двадцать,лет,standard,gen_pl,rus,gen_pl,large,time&measure,noun_num,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,DetskijeBerestjanyjeGroby (vsg) [2011],online-corpus_202104
379,Уже небось лет {{двааадцать\}} {{девятнааадцать\}} так ей лет было,девятнадцать лет,девятнадцать,лет,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,DetskijeBerestjanyjeGroby (vsg) [2011],online-corpus_202104
380,"Уже тоже\ {{семьдесят}} с лишним\ год, {{семьдесят}} {{восемь\}} {{сколько-то}}",семьдесят с лишним год,семьдесят,год,nonstandard,nom_sg,tung,gen_pl,large,time&measure,num_noun,other,nonstandard,Dada,F,primary,Nanai,fna,1930,Razgovory2 (fna) [2015],online-corpus_202104
381,Умрет ... {{три}} года эээ держали,три года,три,года,standard,gen_sg,rus,gen_sg,basic,time&measure,num_noun,other,nonstandard,Sira camp,F,secondary,Nanai,itg,1945,ProstoRazgovory&NanajskijSud&Pominki (itg) [2017],online-corpus_202104
382,Урожай\ {{много}} растет,урожай много,много,урожай,nonstandard,nom_mass,tung,gen_pl,basic,non_time&measure,noun_num,mass,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Lekarstva2 (vsg) [2012],online-corpus_202104
383,Успел/ - и то ... мне лет {{десять\}} был наверно\,лет десять,десять,лет,standard,gen_pl,rus,gen_pl,large,time&measure,noun_num,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija1 (vsg) [2012],online-corpus_202104
384,"Фу ты елки ну <НРЗБ> бы= боя= ну ягода, а {{много}} ягод, ладно, {{много}} ягод он видел.",много ягод,много,ягод,standard,gen_pl,rus,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Naikhin,M,higher,Nanai,nchb,1937,SkazkaDvaStarika_rus (nchb) [2012],online-corpus_202104
385,"Фу ты елки ну <НРЗБ> бы= боя= ну ягода, а {{много}} ягод, ладно, {{много}} ягод он видел.",много ягод,много,ягод,standard,gen_pl,rus,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Naikhin,M,higher,Nanai,nchb,1937,SkazkaDvaStarika_rus (nchb) [2012],online-corpus_202104
386,Х= сельхоза={n} эээ это ... Харпичанки {{две}} ... речка/,две речка,два,речка,nonstandard,nom_sg,tung,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,PoJagody (vsg) [2015],online-corpus_202104
387,Хоть {{десять}} лет она не спортится\,десять лет,десять,лет,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Medvezhatina (vsg) [2012],online-corpus_202104
388,Хотя {{15}} лет я в военкомате бе=работала...,пятнадцать лет,пятнадцать,лет,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Kolchom,F,higher,Ulcha,vas,1933,BioVaria (vas) [2017],online-corpus_202104
389,Цветочки....там {{сколько}} то цветочков на стакан,сколько-то цветочков,сколько,цветочков,standard,gen_pl,rus,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Sira camp,F,secondary,Nanai,itg,1945,RybjaKozhaITravyPokaz (itg) [2013],online-corpus_202104
390,Человека {{три}}\/ ... могут идти,человека три,три,человека,standard,gen_sg,rus,gen_sg,basic,non_time&measure,noun_num,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,VesennijObrjad (rchk) [2011],online-corpus_202104
391,Человека {{четыре}}\/ могут идти,человека четыре,четыре,человека,standard,gen_sg,rus,gen_sg,basic,non_time&measure,noun_num,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,VesennijObrjad (rchk) [2011],online-corpus_202104
392,Человека три-четыре мы ездим вот так,человека три-четыре,три,человека,standard,gen_sg,rus,gen_sg,basic,non_time&measure,noun_num,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe2-rus_15022021_KL.eaf,elan_pract_202102
393,Через {{шесть}} месяцев опять\ через {{шесть}} месяцев опять\ приех=,шесть месяцев,шесть,месяцев,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,KondonskijKlub (vsg) [2015],online-corpus_202104
394,Через {{шесть}} месяцев опять\ через {{шесть}} месяцев опять\ приех=,шесть месяцев,шесть,месяцев,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,KondonskijKlub (vsg) [2015],online-corpus_202104
395,Через {{шесть}} месяцев придешь на комиссию\,шесть месяцев,шесть,месяцев,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Medvezhatina (vsg) [2012],online-corpus_202104
396,"чужой дом купили, ну рядом, через {{два}} дома, вот, купили, а там стали разбираться.",два дома,два,дома,standard,gen_sg,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Naikhin,F,higher,Nanai,ssb,1933,Diuli (ssb) [2011],online-corpus_202104
397,"Шест-семь лет, как племянник умер",шесть-семь лет,семь,лет,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_ns_ShamanyVOkrestnostjax_rus_022021_GP.eaf,elan_pract_202102
398,"Шкура медвежья лежат и на дне шкуры сделали две, шоб туда-сюда <НРЗБ>",шкуры две,два,шкуры,standard,gen_sg,rus,gen_sg,basic,non_time&measure,noun_num,other,nonstandard,Troitskoje,F,secondary,Nanai,gak,1961,gld_gao&iao_160726_ns_BioXomaranIStojbischa_rus_20212202_oz .eaf,elan_pract_202102
399,Эта ... вот эта девка/ который я сейчас рассказываю\ это ... до нашего ... деда {{три}} поколена\ наверно,три поколена,три,поколена,standard,gen_sg,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,NevestaUmerla (vsg) [2015],online-corpus_202104
400,эти... солдаты\/ {{много}} были,солдаты много,много,солдаты,nonstandard,nom_pl,tung,gen_pl,basic,non_time&measure,noun_num,other,nonstandard,Dada,F,primary,Nanai,fna,1930,BioRodstvenniki (fna) [2015],online-corpus_202104
401,Этих ... кроликов штук двадцать держала,штук двадцать,двадцать,штук,standard,gen_pl,rus,gen_pl,large,time&measure,noun_num,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe3-rus_16022021_KL.eaf,elan_pract_202102
402,Это {{сколько}} люди жили\,сколько люди,сколько,люди,nonstandard,nom_pl,tung,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,RanjsheVKondone (vsg) [2015],online-corpus_202104
403,Это года ... {{два}} тому назад ездила/ рыбачить,года два,два,года,standard,gen_sg,rus,gen_sg,basic,time&measure,noun_num,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija3 (vsg) [2012],online-corpus_202104
404,Это я {{два\}} ли {{три\}} ночи ночевала там,два ли три ли ночи,три,ночи,standard,gen_sg,rus,gen_sg,basic,time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija3 (vsg) [2012],online-corpus_202104
405,"Это, масло там {{сколько-то}} дает было...","это, масло сколько-то",сколько,"это, масло",nonstandard,nom_mass,tung,gen_pl,basic,non_time&measure,noun_num,mass,nonstandard,Dada,F,primary,Nanai,fna,1930,Biografia (fna) [2011],online-corpus_202104
406,Это\ безбаливающее\ как его называет\ {{десять}} штук\,десять штук,десять,штук,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Medvezhatina (vsg) [2012],online-corpus_202104
407,"Ээ эти, они {{много}} пушнин добывали, и пушниной меняли вское.",много пушнин,много,пушнин,standard,gen_pl,rus,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Sira camp,F,secondary,Nanai,itg,1945,EthnoNanajskijeRody (itg) [2017],online-corpus_202104
408,Эээ лодок {{триии}} чтоли,лодок три,три,лодок,nonstandard,gen_pl,rus,gen_sg,basic,non_time&measure,noun_num,other,nonstandard,Bulava,F,secondary (specialized),Ulcha,oax,1937,XoroniliOxotnikovNaNerpu (oax) [2019],online-corpus_202104
409,Эээ мене было {{девятнадцать}} лет\,девятнадцать лет,девятнадцать,лет,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Klad (vsg) [2012],online-corpus_202104
410,Я {{много}} деньги зарабааатываю\,много деньги,много,деньги,nonstandard,nom_mass,tung,gen_pl,basic,non_time&measure,num_noun,mass,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Klad (vsg) [2012],online-corpus_202104
411,Я бЫла там {{сколько\}} лет ... всё ... {{сорок}} эээ {{тринадцать}} лет\,тринадцать лет,тринадцать,лет,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Dada,F,primary,Nanai,fna,1930,BioRodstvenniki (fna) [2015],online-corpus_202104
412,Я бЫла там {{сколько\}} лет ... всё ... {{сорок}} эээ {{тринадцать}} лет\,сколько лет,сколько,лет,standard,gen_pl,rus,gen_pl,basic,time&measure,num_noun,other,nonstandard,Dada,F,primary,Nanai,fna,1930,BioRodstvenniki (fna) [2015],online-corpus_202104
413,Я все равно\ {{сколько}} - {{шесть}} часов\ встал,шесть часов,шесть,часов,standard,gen_pl,rus,gen_pl,large,time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija1 (vsg) [2012],online-corpus_202104
414,Я всех ... {{четверо}} детей\ там родила,четверо детей,четверо,детей,standard,gen_pl,rus,gen_pl,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Klad (vsg) [2012],online-corpus_202104
415,Я говорю: чо тебе {{сколько}} раз\ говорить: девочки/ и мальчишка\,сколько раз,сколько,раз,standard,gen_pl,rus,gen_pl,basic,time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,Klad (vsg) [2012],online-corpus_202104
416,Я говорю\: полная {{три}} вот это ... ряда/,три ряда,три,ряда,standard,gen_sg,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,MedvezhijPrazdnik (vsg) [2011],online-corpus_202104
417,"Я два ведра огурцов, два ведра помидор даю",два ведра,два,ведра,standard,gen_sg,rus,gen_sg,basic,non_time&measure,num_noun,other,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe3-rus_16022021_KL.eaf,elan_pract_202102
